College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14713,15763
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,107632,131743
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,23948,8790
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3623,4099
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7477,7588
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15923,17219
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,37533,46057
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8183,9236
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7590,8217
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15651,16907
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),803,793
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,164832,172193
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1561,1584
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,31750,9554
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3786,4706
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15994,16394
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,41476,47976
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2619,1648
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7657,9853
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4159,4424
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14288,15448
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,38306,41776
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),930,1508
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4774,9091
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9469,11046
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18993,20394
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,233706,58840
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,34719,35358
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4213,5160
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8064,8985
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,17778,80965
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),961,1207
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,206273,53315
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,34883,32756
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3883,4951
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,29484,5472
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,22026,26364
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11727,11723
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1232,2758
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,47363,39768
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,45793,46343
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2643,3159
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,20188,19994
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2965,2888
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1980,7035
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10519,9984
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),428,680
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2603,3703
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),78,95
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1339,1129
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",EWS,1441,2234
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",OPEN,17499,10498
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",OPEN (PWD),193,275
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",SC,1971,2079
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",ST,1643,1529
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (DATA SCIENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",EWS,11923,10215
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (DATA SCIENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",OPEN,12981,12959
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (DATA SCIENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",OPEN (PWD),636,762
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (DATA SCIENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",SC,3011,3568
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (DATA SCIENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",ST,1734,2065
"Punjab Engineering College, Chandigarh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,20455,18568
"Punjab Engineering College, Chandigarh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,24581,26284
"Punjab Engineering College, Chandigarh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1735,1747
"Punjab Engineering College, Chandigarh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,13431,12275
"Punjab Engineering College, Chandigarh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2935,2985
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,14994,3104
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),258,390
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17072,18425
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1535,1406
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3829,4914
"Punjab Engineering College, Chandigarh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2317,2526
"Punjab Engineering College, Chandigarh","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,16486,13305
"Punjab Engineering College, Chandigarh","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,19746,30755
"Punjab Engineering College, Chandigarh","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4313,4981
"Punjab Engineering College, Chandigarh","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2700,3038
"Punjab Engineering College, Chandigarh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,34477,22566
"Punjab Engineering College, Chandigarh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,35789,35293
"Punjab Engineering College, Chandigarh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2786,2648
"Punjab Engineering College, Chandigarh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,17809,7331
"Punjab Engineering College, Chandigarh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3336,3313
"Punjab Engineering College, Chandigarh","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,48254,78607
"Punjab Engineering College, Chandigarh","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,47423,78634
"Punjab Engineering College, Chandigarh","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1186,2702
"Punjab Engineering College, Chandigarh","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,23251,9269
"Punjab Engineering College, Chandigarh","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3666,3524
"Punjab Engineering College, Chandigarh","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,64444,67000
"Punjab Engineering College, Chandigarh","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,41844,66648
"Punjab Engineering College, Chandigarh","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,22067,8859
"Punjab Engineering College, Chandigarh","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3871,3466
Sant Longowal Institute Of Engineering And Technology,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9706,12255
Sant Longowal Institute Of Engineering And Technology,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20093,26120
Sant Longowal Institute Of Engineering And Technology,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,58064,72736
Sant Longowal Institute Of Engineering And Technology,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9377,13292
Sant Longowal Institute Of Engineering And Technology,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4443,5619
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7677,8596
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15924,18347
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,44677,50718
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1576,1622
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8361,10344
Sant Longowal Institute Of Engineering And Technology,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3914,4864
Sant Longowal Institute Of Engineering And Technology,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9276,10880
Sant Longowal Institute Of Engineering And Technology,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18839,22693
Sant Longowal Institute Of Engineering And Technology,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,55399,65075
Sant Longowal Institute Of Engineering And Technology,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9406,11501
Sant Longowal Institute Of Engineering And Technology,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4237,5442
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8482,9468
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,17197,19590
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,51001,54459
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2423,1979
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9323,10469
Sant Longowal Institute Of Engineering And Technology,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4329,3757
Sant Longowal Institute Of Engineering And Technology,"FOOD TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11588,14382
Sant Longowal Institute Of Engineering And Technology,"FOOD TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,23207,29177
Sant Longowal Institute Of Engineering And Technology,"FOOD TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,70324,82410
Sant Longowal Institute Of Engineering And Technology,"FOOD TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11274,13823
Sant Longowal Institute Of Engineering And Technology,"FOOD TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5412,6680
Sant Longowal Institute Of Engineering And Technology,"INSTRUMENTATION AND CONTROL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10729,12925
Sant Longowal Institute Of Engineering And Technology,"INSTRUMENTATION AND CONTROL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21754,26258
Sant Longowal Institute Of Engineering And Technology,"INSTRUMENTATION AND CONTROL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,63845,73553
Sant Longowal Institute Of Engineering And Technology,"INSTRUMENTATION AND CONTROL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10913,13359
Sant Longowal Institute Of Engineering And Technology,"INSTRUMENTATION AND CONTROL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5013,6348
Sant Longowal Institute Of Engineering And Technology,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10963,12730
Sant Longowal Institute Of Engineering And Technology,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,22005,26196
Sant Longowal Institute Of Engineering And Technology,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,63873,74268
Sant Longowal Institute Of Engineering And Technology,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10620,13223
Sant Longowal Institute Of Engineering And Technology,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5233,6273
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1424,1440
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14841,6878
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),161,841
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11382,8887
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),309,944
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2015,2223
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),91,72
"Sardar Vallabhbhai National Institute Of Technology, Surat","ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1454,1364
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5039,5099
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10566,10704
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),829,912
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,29559,30056
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1353,1686
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5781,5891
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2248,2231
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMISTRY (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,11712,8305
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMISTRY (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,15885,16295
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMISTRY (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,47975,58619
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMISTRY (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,22606,15564
"Sardar Vallabhbhai National Institute Of Technology, Surat","CHEMISTRY (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,3172,3238
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10401,7180
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),259,289
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11594,21844
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),796,516
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,35987,35907
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1659,1115
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11067,11715
"Sardar Vallabhbhai National Institute Of Technology, Surat","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1323,2064
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1013,1006
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2525,3122
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),118,175
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10559,8352
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),175,306
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1682,1827
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),31,62
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1143,625
"Sardar Vallabhbhai National Institute Of Technology, Surat","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST (PWD),15,14
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2779,3678
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10684,17542
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17744,17360
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1221,1113
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3551,6949
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1282,1393
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST (PWD),50,59
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2054,2283
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14340,8296
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12915,12529
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1394,732
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2791,2970
"Sardar Vallabhbhai National Institute Of Technology, Surat","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1225,1034
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,10932,6091
