College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2023,Allotted_Rank_2024
Indian Institute  Of Technology Patna,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2747,2431,2589
Indian Institute  Of Technology Patna,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13358,12614,12986
Indian Institute  Of Technology Patna,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1686,1504,1595
Indian Institute  Of Technology Patna,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1721,1171,1446
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1470,1728,1599
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2102,2166,2134
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11557,11645,11601
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),76,178,127
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1313,1273,1293
Indian Institute  Of Technology Patna,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,883,491,687
Indian Institute  Of Technology Patna,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1764,1928,1846
Indian Institute  Of Technology Patna,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4803,4947,4875
Indian Institute  Of Technology Patna,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10629,11289,10959
Indian Institute  Of Technology Patna,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2816,2712,2764
Indian Institute  Of Technology Patna,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1443,1241,1342
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1831,1485,1658
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1692,1906,1799
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,4482,4534,4508
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),180,179P,180
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1062,1312,1187
Indian Institute  Of Technology Patna,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1375,1347,1361
Indian Institute  Of Technology Patna,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1531,1489,1510
Indian Institute  Of Technology Patna,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3985,3853,3919
Indian Institute  Of Technology Patna,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9666,10086,9876
Indian Institute  Of Technology Patna,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2287,2155,2221
Indian Institute  Of Technology Patna,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2024,1516,1770
Indian Institute  Of Technology Patna,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2211,2187,2199
Indian Institute  Of Technology Patna,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5436,5254,5345
Indian Institute  Of Technology Patna,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13250,14246,13748
Indian Institute  Of Technology Patna,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2800,2896,2848
Indian Institute  Of Technology Patna,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1354,1248,1301
Indian Institute  Of Technology Roorkee,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,3278,2574,2926
Indian Institute  Of Technology Roorkee,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,7688,6248,6968
Indian Institute  Of Technology Roorkee,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,16059,16703,16381
Indian Institute  Of Technology Roorkee,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,352,3126,1739
Indian Institute  Of Technology Roorkee,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1348,1334,1341
Indian Institute  Of Technology Roorkee,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3495,3579,3537
Indian Institute  Of Technology Roorkee,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13374,13460,13417
Indian Institute  Of Technology Roorkee,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2081,2103,2092
Indian Institute  Of Technology Roorkee,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1214,1180,1197
Indian Institute  Of Technology Roorkee,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1895,2223,2059
Indian Institute  Of Technology Roorkee,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2246,2298,2272
Indian Institute  Of Technology Roorkee,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,4184,4840,4512
Indian Institute  Of Technology Roorkee,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1106,1392,1249
Indian Institute  Of Technology Roorkee,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1323,1183,1253
Indian Institute  Of Technology Roorkee,"CHEMICAL SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,1871,1741,1806
Indian Institute  Of Technology Roorkee,"CHEMICAL SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,4551,4861,4706
Indian Institute  Of Technology Roorkee,"CHEMICAL SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,9646,11186,10416
Indian Institute  Of Technology Roorkee,"CHEMICAL SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,1868,2720,2294
Indian Institute  Of Technology Roorkee,"CHEMICAL SCIENCES (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,1216,1058,1137
Indian Institute  Of Technology Roorkee,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,874,1188,1031
Indian Institute  Of Technology Roorkee,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2770,2826,2798
Indian Institute  Of Technology Roorkee,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13603,12737,13170
Indian Institute  Of Technology Roorkee,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1382,1526,1454
Indian Institute  Of Technology Roorkee,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1108,1136,1122
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,514,164,339
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,270,194,232
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),4,10,7
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2229,1165,1697
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),45,141,93
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,608,312,460
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),16,4,10
Indian Institute  Of Technology Roorkee,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,208,204,206
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,120,140,130
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,879,1017,948
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2362,1866,2114
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),50,48,49
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,226,226,226
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,398,254,326
Indian Institute  Of Technology Roorkee,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST (PWD),5,5,4P
Indian Institute  Of Technology Roorkee,"ECONOMICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,2230,1938,2084
Indian Institute  Of Technology Roorkee,"ECONOMICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,1461,3269,2365
Indian Institute  Of Technology Roorkee,"ECONOMICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,8862,12832,10847
Indian Institute  Of Technology Roorkee,"ECONOMICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,1638,1798,1718
Indian Institute  Of Technology Roorkee,"ECONOMICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,1030,954,992
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,336,346,341
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3531,2039,2785
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),61,61,9P
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1987,1965,1976
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),131,165,148
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1364,1436,1400
Indian Institute  Of Technology Roorkee,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,263,281,272
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,218,252,235
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1962,1456,1709
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),30,28,29
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1438,1382,1410
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),67,71,69
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,412,370,391
Indian Institute  Of Technology Roorkee,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,271,163,217
Indian Institute  Of Technology Roorkee,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,876,1032,954
Indian Institute  Of Technology Roorkee,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2528,2308,2418
Indian Institute  Of Technology Roorkee,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9642,10396,10019
Indian Institute  Of Technology Roorkee,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1462,1650,1556
Indian Institute  Of Technology Roorkee,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1023,1049,1036
Indian Institute  Of Technology Roorkee,"GEOLOGICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",EWS,1518,1542,1530
Indian Institute  Of Technology Roorkee,"GEOLOGICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",OBC-NCL,3804,4508,4156
Indian Institute  Of Technology Roorkee,"GEOLOGICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",OPEN,16371,15769,16070
Indian Institute  Of Technology Roorkee,"GEOLOGICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",SC,1643,2493,2068
Indian Institute  Of Technology Roorkee,"GEOLOGICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",ST,1305,1333,1319
Indian Institute  Of Technology Roorkee,"GEOPHYSICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",EWS,1433,1517,1475
Indian Institute  Of Technology Roorkee,"GEOPHYSICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",OBC-NCL,3623,4045,3834
Indian Institute  Of Technology Roorkee,"GEOPHYSICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",OPEN,17715,17521,17618
Indian Institute  Of Technology Roorkee,"GEOPHYSICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",SC,2269,2457,2363
Indian Institute  Of Technology Roorkee,"GEOPHYSICAL TECHNOLOGY (5 YEARS, INTEGRATED MASTER OF TECHNOLOGY)",ST,1256,1298,1277
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,245,279,262
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,2868,2190,2529
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL (PWD),42,42,70P
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,1483,1519,1501
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN (PWD),197,77,137
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,518,1306,912
Indian Institute  Of Technology Roorkee,"MATHEMATICS & COMPUTING (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,360,316,338
Indian Institute  Of Technology Roorkee,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1659,2077,1868
Indian Institute  Of Technology Roorkee,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1651,1781,1716
Indian Institute  Of Technology Roorkee,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3304,3570,3437
Indian Institute  Of Technology Roorkee,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2288,2286,2287
Indian Institute  Of Technology Roorkee,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,509,521,515
Indian Institute  Of Technology Roorkee,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1212,1288,1250
Indian Institute  Of Technology Roorkee,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3167,3249,3208
Indian Institute  Of Technology Roorkee,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16024,13132,14578
Indian Institute  Of Technology Roorkee,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1956,1944,1950
Indian Institute  Of Technology Roorkee,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1818,1400,1609
Indian Institute  Of Technology Roorkee,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",EWS,1667,1571,1619
Indian Institute  Of Technology Roorkee,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OBC-NCL,3128,4422,3775
Indian Institute  Of Technology Roorkee,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",OPEN,17762,14082,15922
Indian Institute  Of Technology Roorkee,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",SC,1845,2109,1977
Indian Institute  Of Technology Roorkee,"PHYSICS (5 YEARS, BACHELOR OF SCIENCE AND MASTER OF SCIENCE (DUAL DEGREE))",ST,1078,1220,1149
Indian Institute  Of Technology Roorkee,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2618,2392,2505
Indian Institute  Of Technology Roorkee,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2781,2943,2862
Indian Institute  Of Technology Roorkee,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11556,11690,11623
Indian Institute  Of Technology Roorkee,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1657,1739,1698
Indian Institute  Of Technology Roorkee,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,677,1053,865
Indian Institute  Of Technology Ropar,"ARTIFICIAL INTELLIGENCE AND DATA ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,536,462,499
Indian Institute  Of Technology Ropar,"ARTIFICIAL INTELLIGENCE AND DATA ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1166,1308,1237
Indian Institute  Of Technology Ropar,"ARTIFICIAL INTELLIGENCE AND DATA ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2324,2486,2405
Indian Institute  Of Technology Ropar,"ARTIFICIAL INTELLIGENCE AND DATA ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2026,1750,1888
Indian Institute  Of Technology Ropar,"ARTIFICIAL INTELLIGENCE AND DATA ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,282,536,409
Indian Institute  Of Technology Ropar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1251,1719,1485
Indian Institute  Of Technology Ropar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3953,3897,3925
Indian Institute  Of Technology Ropar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9174,10032,9603
Indian Institute  Of Technology Ropar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2171,2257,2214
Indian Institute  Of Technology Ropar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1133,1127,1130
Indian Institute  Of Technology Ropar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2061,1683,1872
Indian Institute  Of Technology Ropar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4405,4185,4295
Indian Institute  Of Technology Ropar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10693,10849,10771
Indian Institute  Of Technology Ropar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2408,2148,2278
Indian Institute  Of Technology Ropar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1505,1559,1532
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,226,302,264
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),13,13,23P
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2272,2182,2227
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),61,33,47
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2705,1763,2234
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),203,69,136
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2218,1064,1641
Indian Institute  Of Technology Ropar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,492,294,393
Indian Institute  Of Technology Ropar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2346,1642,1994
Indian Institute  Of Technology Ropar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2718,2396,2557
Indian Institute  Of Technology Ropar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,5373,5045,5209
Indian Institute  Of Technology Ropar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1449,1581,1515
Indian Institute  Of Technology Ropar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1717,1137,1427
Indian Institute  Of Technology Ropar,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1623,1803,1713
Indian Institute  Of Technology Ropar,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3783,4497,4140
Indian Institute  Of Technology Ropar,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18015,16223,17119
Indian Institute  Of Technology Ropar,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2591,2553,2572
Indian Institute  Of Technology Ropar,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1223,1319,1271
Indian Institute  Of Technology Ropar,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,518,538,528
Indian Institute  Of Technology Ropar,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1719,1549,1634
Indian Institute  Of Technology Ropar,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3022,2926,2974
Indian Institute  Of Technology Ropar,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1307,1595,1451
Indian Institute  Of Technology Ropar,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1563,1069,1316
Indian Institute  Of Technology Ropar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1438,1310,1374
Indian Institute  Of Technology Ropar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3737,3575,3656
Indian Institute  Of Technology Ropar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17391,15431,16411
Indian Institute  Of Technology Ropar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2148,1886,2017
Indian Institute  Of Technology Ropar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1480,1480,71P
Indian Institute  Of Technology Ropar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2272,1996,2134
