College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2023,Allotted_Rank_2024
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,737,1297,1017
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),51,69,60
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,345,277,311
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1301,1481,1391
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2303,1923,2113
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),113,137,125
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3718,5920,4819
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),207,209,208
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2051,1327,1689
"National Institute Of Technology, Warangal","ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,639,333,486
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,9077,4223,6650
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,2056,12404,7230
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL (PWD),-172,814,321
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,25056,23860,24458
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,2355,3761,3058
"National Institute Of Technology, Warangal","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,1662,2146,1904
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,671,1147,909
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1399,1047,1223
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),29,125,77
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2422,3672,3047
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1191,1037,1114
"National Institute Of Technology, Warangal","MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,376,254,315
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3288,2242,2765
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),212,150,181
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5703,4921,5312
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),266,448,357
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10880,13220,12050
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),334,452,393
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3939,2763,3351
"National Institute Of Technology, Warangal","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1057,1177,1117
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4655,3933,4294
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15781,10865,13323
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,25595,25219,25407
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1759,1235,1497
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6140,5094,5617
"National Institute Of Technology, Warangal","METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2633,1283,1958
"National Institute Of Technology, Warangal","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,9184,4556,6870
"National Institute Of Technology, Warangal","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,13156,13258,13207
"National Institute Of Technology, Warangal","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,48008,24390,36199
"National Institute Of Technology, Warangal","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,11065,3157,7111
"National Institute Of Technology, Warangal","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,1054,2262,1658
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,13320,11164,12242
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,24039,21775,22907
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9548,9256,9402
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9801,7937,8869
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,52204,39646,45925
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8270,9130,8700
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9327,8679,9003
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11104,8802,9953
"North Eastern Regional Institute Of Science And Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,66164,46448,56306
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,14754,11218,12986
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,31577,21921,26749
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,65741,61501,63621
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),6639,1533,4086
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,12655,11019,11837
"North-Eastern Hill University, Shillong","BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6338,4702,5520
"North-Eastern Hill University, Shillong","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11981,9993,10987
"North-Eastern Hill University, Shillong","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,26241,19529,22885
"North-Eastern Hill University, Shillong","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,71875,56865,64370
"North-Eastern Hill University, Shillong","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,13644,9880,11762
"North-Eastern Hill University, Shillong","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5384,4252,4818
"North-Eastern Hill University, Shillong","ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11589,10881,11235
"North-Eastern Hill University, Shillong","ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,23266,21364,22315
"North-Eastern Hill University, Shillong","ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,62835,62971,62903
"North-Eastern Hill University, Shillong","ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,12799,10585,11692
"North-Eastern Hill University, Shillong","ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4640,5162,4901
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11041,9035,10038
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,23308,18368,20838
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,57030,52858,54944
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),5247,1133,3190
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,13276,9374,11325
"North-Eastern Hill University, Shillong","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4474,3754,4114
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2420,2124,2272
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),95,133,114
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5772,4988,5380
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),355,415,385
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14782,13100,13941
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1695,615,1155
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4524,2860,3692
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),70,144,107
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1800,1506,1653
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2977,2991,2984
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),117,235,176
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,12140,12088,12114
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),369,625,497
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16962,18480,17721
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1202,1178,1190
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5196,3770,4483
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2415,1913,2164
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5724,6082,5903
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,12935,13319,13127
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,33591,36737,35164
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),698,2328,1513
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7299,6327,6813
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2778,2802,2790
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8157,6811,7484
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,16985,14403,15694
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,44601,41945,43273
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2937,1625,2281
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9308,7460,8384
"Pt. Dwarka Prasad Mishra Indian Institute Of Information Technology, Design & Manufacture Jabalpur","SMART MANUFACTURING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6900,1806,4353
"Puducherry Technological University, Puducherry","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10979,7683,9331
"Puducherry Technological University, Puducherry","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,19214,14238,16726
"Puducherry Technological University, Puducherry","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),889,1059,974
"Puducherry Technological University, Puducherry","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,57253,43251,50252
"Puducherry Technological University, Puducherry","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11461,7845,9653
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,12313,10365,11339
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,223980,19952,121966
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,366299,248225,307262
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),3650,2078,2864
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,-11016,32308,10646
"Puducherry Technological University, Puducherry","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5791,3449,4620
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,159135,38659,98897
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),414,312,363
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,16813,14713,15763
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,155854,107632,131743
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,-6368,23948,8790
"Puducherry Technological University, Puducherry","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4575,3623,4099
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7699,7477,7588
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18515,15923,17219
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,54581,37533,46057
"Puducherry Technological University, Puducherry","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10289,8183,9236
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8844,7590,8217
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18163,15651,16907
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),783,803,793
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,179554,164832,172193
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1607,1561,1584
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,-12642,31750,9554
"Puducherry Technological University, Puducherry","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5626,3786,4706
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,16794,15994,16394
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,54476,41476,47976
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),677,2619,1648
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,12049,7657,9853
"Puducherry Technological University, Puducherry","ELECTRONICS AND INSTRUMENTATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4689,4159,4424
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,16608,14288,15448
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,45246,38306,41776
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2086,930,1508
"Puducherry Technological University, Puducherry","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,13408,4774,9091
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,12623,9469,11046
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21795,18993,20394
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,-116026,233706,58840
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,35997,34719,35358
"Puducherry Technological University, Puducherry","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6107,4213,5160
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9906,8064,8985
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,144152,17778,80965
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1453,961,1207
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,-99643,206273,53315
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,30629,34883,32756
"Puducherry Technological University, Puducherry","MECHATRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6019,3883,4951
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,-18540,29484,5472
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,30702,22026,26364
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11719,11727,11723
"Punjab Engineering College, Chandigarh","AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4284,1232,2758
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,32173,47363,39768
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,46893,45793,46343
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),3675,2643,3159
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,19800,20188,19994
"Punjab Engineering College, Chandigarh","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2811,2965,2888
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,12090,1980,7035
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9449,10519,9984
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),932,428,680
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4803,2603,3703
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),112,78,95
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,919,1339,1129
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",EWS,3027,1441,2234
"Punjab Engineering College, Chandigarh","COMPUTER SCIENCE ENGINEERING (ARTIFICIAL INTELLIGENCE) (4 YEARS, B. TECH / B. TECH (HONS.))",OPEN,3497,17499,10498
